input_text,target_text
"Day: Tuesday, Time: 15:00 - 18:00, Score: 83
Hourly: 01(52), 01(80), 01(71), 02(68), 02(60), 02(44), 02(63), 03(67), 03(65), 03(100), 03(64), 04(89), 04(59), 04(53), 04(56), 05(55), 05(81), 05(51), 05(55), 06(59), 06(56), 06(72), 06(56), 07(71), 07(56), 07(54), 07(70), 08(80), 08(58), 08(73), 08(68), 09(80), 09(57), 09(74), 09(65), 10(67), 10(86), 10(76), 10(89), 11(60), 11(72), 11(79), 11(96), 12(67), 12(72), 12(70), 12(75), 13(79), 13(84), 13(75), 13(71), 14(83), 14(64), 14(88), 14(78), 15(81), 15(75), 15(80), 15(92), 16(70), 16(83), 16(83), 16(100), 17(87), 17(94), 17(84), 17(70), 18(87), 18(74), 18(74), 18(82), 19(77), 19(94), 19(84), 19(72), 20(86), 20(73), 20(70), 20(74), 21(80), 21(67), 21(73), 21(79), 22(81), 22(82), 22(89), 22(74), 23(73), 23(66), 23(86), 23(67)
Daily Avg: 73.4, Peak: 16(100)","Tuesday's late afternoon window (15:00 - 18:00) shows strong performance with 83/100, capturing audiences during afternoon break scrolling.
Traceback:
- Peak: 16:00 (100), +36% vs daily avg (73.4)
- vs Evening 18:00 - 21:00 (avg 78.9): +5% improvement
- vs Night 21:00 - 00:00 (avg 76.4): +9% improvement
- vs Afternoon 12:00 - 15:00 (avg 75.5): +10% improvement"
"Day: Wednesday, Time: 15:00 - 18:00, Score: 79
Hourly: 01(52), 01(56), 01(69), 01(74), 02(56), 02(65), 02(70), 02(66), 03(59), 03(48), 03(76), 03(57), 04(81), 04(75), 04(49), 04(51), 05(65), 05(50), 05(60), 05(51), 06(83), 06(78), 06(71), 06(61), 07(61), 07(33), 07(57), 07(75), 08(64), 08(55), 08(58), 08(63), 09(56), 09(86), 09(68), 09(71), 10(70), 10(70), 10(85), 10(88), 11(93), 11(88), 11(70), 11(81), 12(88), 12(72), 12(76), 12(76), 13(89), 13(68), 13(76), 13(62), 14(86), 14(72), 14(78), 14(69), 15(74), 15(82), 15(76), 15(78), 16(79), 16(81), 16(87), 16(75), 17(82), 17(86), 17(76), 17(67), 18(91), 18(67), 18(67), 18(71), 19(71), 19(69), 19(81), 19(70), 20(78), 20(76), 20(68), 20(58), 21(81), 21(63), 21(73), 21(74), 22(74), 22(71), 22(68), 22(62), 23(61), 23(56), 23(68), 23(72)
Daily Avg: 70.2, Peak: 16(87)","Wednesday's late afternoon window (15:00 - 18:00) shows strong performance with 79/100, capturing audiences during afternoon break scrolling.
Traceback:
- Peak: 16:00 (87), +24% vs daily avg (70.2)
- vs Late Morning 09:00 - 12:00 (avg 77.2): +2% improvement
- vs Afternoon 12:00 - 15:00 (avg 76.0): +3% improvement
- vs Evening 18:00 - 21:00 (avg 72.2): +9% improvement"
"Day: Saturday, Time: 15:00 - 18:00, Score: 84
Hourly: 01(60), 01(83), 02(82), 02(53), 03(61), 03(57), 04(88), 05(79), 05(60), 06(54), 06(62), 07(70), 07(49), 08(79), 08(74), 09(78), 09(97), 10(67), 10(68), 11(86), 11(89), 12(70), 12(76), 13(82), 13(74), 14(83), 14(88), 15(72), 15(96), 16(74), 16(93), 17(84), 17(85), 18(84), 18(62), 19(75), 19(64), 20(75), 20(74), 21(80), 21(66), 22(74), 22(72), 23(91), 23(67)
Daily Avg: 74.6, Peak: 15(96)","Saturday late afternoon captures users during post-lunch browsing, with a commanding 84/100 engagement score.
Traceback:
- Peak: 15:00 (96), +29% vs daily avg (74.6)
- vs Late Morning 09:00 - 12:00 (avg 80.8): +4% improvement
- vs Afternoon 12:00 - 15:00 (avg 78.8): +7% improvement
- vs Night 21:00 - 00:00 (avg 75.0): +12% improvement"
"Day: Sunday, Time: 15:00 - 18:00, Score: 81
Hourly: 01(56), 01(63), 02(55), 02(50), 03(37), 03(51), 04(55), 04(64), 05(59), 05(52), 06(74), 06(66), 07(59), 07(60), 08(64), 08(61), 09(61), 09(74), 10(63), 10(73), 11(69), 11(66), 12(74), 12(79), 13(71), 13(80), 14(64), 14(74), 15(84), 15(75), 16(92), 16(82), 17(65), 17(89), 18(66), 18(79), 19(64), 19(88), 20(62), 20(70), 21(56), 21(80), 22(77), 22(76), 23(71), 23(67)
Daily Avg: 67.8, Peak: 16(92)","Sunday late afternoon captures users during post-lunch browsing, with a commanding 81/100 engagement score.
Traceback:
- Peak: 16:00 (92), +36% vs daily avg (67.8)
- vs Afternoon 12:00 - 15:00 (avg 73.7): +10% improvement
- vs Evening 18:00 - 21:00 (avg 71.5): +14% improvement
- vs Night 21:00 - 00:00 (avg 71.2): +14% improvement"
"Day: Friday, Time: 06:00 - 09:00, Score: 84
Hourly: 01(41), 01(35), 01(40), 02(49), 02(35), 02(34), 03(50), 03(41), 03(43), 04(75), 04(64), 04(43), 05(67), 05(91), 05(100), 06(73), 06(94), 06(93), 07(88), 07(93), 07(76), 08(92), 08(75), 08(74), 09(86), 09(71), 09(89), 10(68), 10(83), 10(86), 11(69), 11(85), 11(81), 12(69), 12(87), 12(85), 13(61), 13(72), 13(73), 14(74), 14(71), 14(63), 15(66), 15(74), 15(80), 16(80), 16(79), 16(71), 17(85), 17(85), 17(76), 18(86), 18(73), 18(84), 19(89), 19(77), 19(78), 20(63), 20(84), 20(90), 21(74), 21(65), 22(55), 22(54), 23(49), 23(48)
Daily Avg: 71.3, Peak: 06(94)","Friday morning captures users during early work breaks, with a commanding 84/100 engagement score.
Traceback:
- Peak: 06:00 (94), +32% vs daily avg (71.3)
- vs Evening 18:00 - 21:00 (avg 80.4): +5% improvement
- vs Late Morning 09:00 - 12:00 (avg 79.8): +6% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 77.3): +9% improvement"
"Day: Saturday, Time: 06:00 - 09:00, Score: 86
Hourly: 01(35), 01(34), 02(36), 02(30), 03(63), 03(46), 04(69), 04(56), 05(88), 05(69), 06(99), 06(87), 07(91), 07(74), 08(82), 08(84), 09(82), 09(89), 10(74), 10(79), 11(77), 11(74), 12(69), 12(78), 13(67), 13(77), 14(68), 14(76), 15(81), 15(67), 16(68), 16(76), 17(67), 17(78), 18(79), 18(70), 19(74), 19(77), 20(65), 20(71), 21(63), 21(61), 22(52), 22(54), 23(47), 23(45)
Daily Avg: 68.4, Peak: 06(99)","Saturday morning captures users during early work breaks, with a commanding 86/100 engagement score.
Traceback:
- Peak: 06:00 (99), +45% vs daily avg (68.4)
- vs Late Morning 09:00 - 12:00 (avg 79.2): +9% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 72.8): +18% improvement
- vs Evening 18:00 - 21:00 (avg 72.7): +19% improvement"
"Day: Sunday, Time: 18:00 - 21:00, Score: 82
Hourly: 01(34), 01(34), 02(31), 02(28), 03(38), 03(43), 04(49), 04(49), 05(71), 05(69), 06(81), 06(78), 07(83), 07(77), 08(79), 08(88), 09(83), 09(78), 10(82), 10(83), 11(71), 11(67), 12(73), 12(74), 13(69), 13(86), 14(65), 14(76), 15(84), 15(73), 16(77), 16(81), 17(85), 17(83), 18(83), 18(87), 19(81), 19(89), 20(80), 20(71), 21(76), 21(67), 22(64), 22(56), 23(48), 23(46)
Daily Avg: 68.9, Peak: 19(89)","Sunday evening captures users during post-dinner leisure time, with a commanding 82/100 engagement score.
Traceback:
- Peak: 19:00 (89), +29% vs daily avg (68.9)
- vs Morning 06:00 - 09:00 (avg 81.0): +1% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 80.5): +2% improvement
- vs Late Morning 09:00 - 12:00 (avg 77.3): +6% improvement"
"Day: Monday, Time: 18:00 - 21:00, Score: 84
Hourly: 01(44), 01(37), 02(30), 02(43), 03(60), 03(47), 04(58), 04(67), 05(83), 05(83), 06(83), 06(78), 07(90), 07(67), 08(77), 08(80), 09(78), 09(84), 10(76), 10(82), 11(76), 11(79), 12(88), 12(82), 12(72), 13(79), 13(76), 13(81), 14(73), 14(71), 14(75), 15(81), 15(79), 15(76), 16(87), 16(85), 16(74), 17(94), 17(88), 17(86), 18(91), 18(93), 18(87), 19(93), 19(86), 19(75), 20(76), 20(79), 20(77), 21(70), 21(78), 21(64), 22(63), 22(57), 22(64), 23(46), 23(45), 23(50)
Daily Avg: 73.2, Peak: 19(93)","The 18:00 - 21:00 slot on Monday delivers 84/100 engagement, reaching users during peak leisure engagement.
Traceback:
- Peak: 19:00 (93), +27% vs daily avg (73.2)
- vs Late Afternoon 15:00 - 18:00 (avg 83.3): +1% improvement
- vs Morning 06:00 - 09:00 (avg 79.2): +6% improvement
- vs Late Morning 09:00 - 12:00 (avg 79.2): +6% improvement"
"Day: Tuesday, Time: 06:00 - 09:00, Score: 90
Hourly: 01(33), 01(44), 01(40), 02(36), 02(42), 02(29), 03(36), 03(49), 03(39), 03(38), 04(60), 04(66), 04(67), 04(50), 05(91), 05(88), 05(83), 05(74), 06(100), 06(100), 06(86), 06(77), 07(89), 07(87), 07(94), 07(91), 08(80), 08(86), 08(89), 08(95), 09(91), 09(88), 09(90), 09(70), 10(87), 10(90), 10(89), 10(66), 11(93), 11(72), 11(88), 11(84), 12(61), 12(90), 12(72), 12(84), 13(76), 13(81), 13(59), 14(76), 14(75), 14(60), 15(77), 15(76), 15(64), 16(82), 16(55), 16(80), 17(88), 17(66), 17(84), 18(90), 18(66), 18(98), 19(83), 19(84), 19(62), 20(66), 20(78), 20(82), 21(62), 21(68), 21(72), 22(46), 22(61), 22(67), 23(41), 23(45), 23(53)
Daily Avg: 71.9, Peak: 06(100)","Tuesday's morning window (06:00 - 09:00) shows strong performance with 90/100, capturing audiences during early work breaks.
Traceback:
- Peak: 06:00 (100), +39% vs daily avg (71.9)
- vs Late Morning 09:00 - 12:00 (avg 84.0): +7% improvement
- vs Evening 18:00 - 21:00 (avg 78.8): +14% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 74.7): +20% improvement"
"Day: Wednesday, Time: 06:00 - 09:00, Score: 81
Hourly: 01(35), 01(24), 01(42), 02(39), 02(30), 02(35), 03(44), 03(43), 03(40), 04(40), 04(61), 04(53), 05(82), 05(71), 05(50), 06(94), 06(91), 06(62), 07(95), 07(59), 07(91), 08(58), 08(87), 08(89), 09(56), 09(83), 09(96), 10(57), 10(76), 10(84), 11(53), 11(77), 11(78), 12(55), 12(74), 12(76), 13(80), 13(70), 13(45), 14(76), 14(68), 14(51), 15(71), 15(44), 15(87), 16(45), 16(85), 16(68), 17(43), 17(83), 17(75), 18(49), 18(88), 18(92), 19(70), 19(89), 19(45), 20(74), 20(84), 20(44), 21(67), 21(76), 21(45), 22(56), 22(66), 22(40), 23(41), 23(56), 23(34)
Daily Avg: 63.6, Peak: 07(95)","Wednesday's morning window (06:00 - 09:00) shows strong performance with 81/100, capturing audiences during early work breaks.
Traceback:
- Peak: 07:00 (95), +49% vs daily avg (63.6)
- vs Late Morning 09:00 - 12:00 (avg 73.3): +10% improvement
- vs Evening 18:00 - 21:00 (avg 70.6): +14% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 66.8): +21% improvement"
"Day: Thursday, Time: 18:00 - 21:00, Score: 80
Hourly: 01(33), 01(23), 01(37), 02(31), 02(21), 02(32), 03(34), 03(21), 03(52), 04(57), 04(34), 04(51), 05(53), 05(85), 05(73), 06(90), 06(96), 06(61), 07(64), 07(77), 07(84), 08(59), 08(85), 08(93), 09(85), 09(81), 09(61), 10(75), 10(59), 10(84), 11(57), 11(90), 11(69), 12(84), 12(54), 12(79), 13(69), 13(72), 13(55), 14(53), 14(64), 14(78), 15(77), 15(59), 15(67), 16(84), 16(62), 16(73), 17(70), 17(94), 17(78), 18(68), 18(91), 18(77), 19(64), 19(98), 19(82), 20(69), 20(81), 20(91), 21(66), 21(78), 21(60), 22(64), 22(63), 22(55), 23(49), 23(56), 23(42)
Daily Avg: 65.7, Peak: 19(98)","Thursday's evening window (18:00 - 21:00) shows strong performance with 80/100, capturing audiences during post-dinner leisure time.
Traceback:
- Peak: 19:00 (98), +49% vs daily avg (65.7)
- vs Morning 06:00 - 09:00 (avg 78.8): +2% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 73.8): +9% improvement
- vs Late Morning 09:00 - 12:00 (avg 73.4): +9% improvement"
"Day: Monday, Time: 06:00 - 09:00, Score: 60
Hourly: 01(10), 01(12), 02(14), 02(13), 03(22), 03(25), 04(41), 04(57), 05(69), 05(77), 06(69), 06(73), 07(56), 07(64), 08(47), 08(53), 09(48), 09(49), 10(42), 10(53), 10(47), 11(43), 11(52), 11(41), 12(41), 12(47), 12(39), 13(41), 13(44), 13(40), 14(42), 14(40), 14(48), 15(42), 15(55), 15(44), 16(50), 16(54), 16(44), 17(54), 17(42), 17(48), 18(50), 18(40), 18(53), 19(40), 19(36), 19(45), 20(33), 20(30), 20(37), 20(28), 21(28), 21(30), 21(23), 21(22), 22(21), 22(20), 22(18), 22(22), 23(18), 23(15), 23(14), 23(16)
Daily Avg: 39.5, Peak: 06(73)","Monday morning captures users during early work breaks, with a commanding 60/100 engagement score.
Traceback:
- Peak: 06:00 (73), +85% vs daily avg (39.5)
- vs Early Morning 03:00 - 06:00 (avg 48.5): +24% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 48.1): +25% improvement
- vs Late Morning 09:00 - 12:00 (avg 46.9): +29% improvement"
"Day: Tuesday, Time: 06:00 - 09:00, Score: 69
Hourly: 01(14), 01(11), 01(12), 01(12), 02(16), 02(13), 02(14), 02(15), 03(29), 03(29), 03(20), 03(24), 04(65), 04(49), 04(67), 04(53), 05(91), 05(83), 05(92), 05(84), 06(80), 06(80), 06(88), 06(83), 07(74), 07(71), 07(66), 07(64), 08(54), 08(59), 08(60), 08(53), 09(52), 09(55), 09(57), 09(46), 10(50), 10(55), 10(46), 10(47), 11(44), 11(50), 11(50), 11(47), 12(45), 12(39), 12(44), 12(48), 13(42), 13(48), 13(39), 13(39), 14(42), 14(37), 14(46), 14(42), 15(44), 15(45), 15(40), 15(48), 16(43), 16(51), 16(48), 16(52), 17(49), 17(50), 17(57), 17(43), 18(48), 18(53), 18(49), 18(40), 19(48), 19(44), 19(45), 19(36), 20(34), 20(38), 20(30), 20(37), 21(31), 21(28), 21(30), 21(24), 22(23), 22(24), 22(22), 22(19), 23(17), 23(15), 23(14), 23(17)
Daily Avg: 44.2, Peak: 06(88)","Tuesday morning captures users during breakfast-time scrolling, with a commanding 69/100 engagement score.
Traceback:
- Peak: 06:00 (88), +99% vs daily avg (44.2)
- vs Early Morning 03:00 - 06:00 (avg 57.2): +21% improvement
- vs Late Morning 09:00 - 12:00 (avg 49.9): +39% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 47.5): +46% improvement"
"Day: Wednesday, Time: 06:00 - 09:00, Score: 74
Hourly: 01(16), 01(13), 01(13), 01(11), 02(18), 02(14), 02(16), 02(13), 03(21), 03(22), 03(27), 03(30), 04(50), 04(68), 04(53), 04(62), 05(95), 05(88), 05(87), 05(94), 06(100), 06(89), 06(87), 06(80), 07(62), 07(71), 07(69), 07(86), 08(77), 08(52), 08(61), 08(57), 09(51), 09(54), 09(57), 09(69), 10(49), 10(54), 10(65), 10(50), 11(46), 11(68), 11(50), 11(48), 12(64), 12(46), 12(44), 12(42), 13(40), 13(47), 13(61), 13(42), 14(45), 14(42), 14(63), 14(41), 15(43), 15(40), 15(67), 15(50), 16(51), 16(72), 16(45), 16(54), 17(48), 17(41), 17(77), 17(51), 18(68), 18(48), 18(53), 18(39), 19(43), 19(60), 19(36), 19(49), 20(48), 20(29), 20(34), 20(39), 21(34), 21(29), 21(27), 21(24), 22(22), 22(22), 22(19), 22(23), 23(14), 23(16), 23(14), 23(16)
Daily Avg: 47.7, Peak: 06(100)","The 06:00 - 09:00 slot on Wednesday delivers 74/100 engagement, reaching users during early work breaks.
Traceback:
- Peak: 06:00 (100), +110% vs daily avg (47.7)
- vs Early Morning 03:00 - 06:00 (avg 58.1): +28% improvement
- vs Late Morning 09:00 - 12:00 (avg 55.1): +35% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 53.2): +39% improvement"
"Day: Thursday, Time: 06:00 - 09:00, Score: 75
Hourly: 01(13), 01(12), 01(8), 01(11), 02(16), 02(8), 02(14), 02(12), 03(12), 03(22), 03(25), 03(27), 04(30), 04(51), 04(48), 04(59), 05(81), 05(87), 05(66), 05(94), 06(87), 06(94), 06(81), 06(73), 07(63), 07(70), 07(82), 07(80), 08(74), 08(57), 08(65), 08(74), 09(51), 09(59), 09(54), 09(69), 10(49), 10(55), 10(57), 10(52), 11(49), 11(54), 11(53), 11(47), 12(43), 12(48), 12(45), 12(42), 13(38), 13(47), 13(42), 13(42), 14(48), 14(43), 14(41), 14(40), 15(46), 15(42), 15(42), 15(49), 16(50), 16(46), 16(43), 16(51), 17(49), 17(40), 17(47), 17(51), 18(40), 18(48), 18(50), 18(37), 19(43), 19(36), 19(34), 19(44), 20(29), 20(28), 20(36), 20(35), 21(24), 21(28), 21(29), 21(23), 22(18), 22(22), 22(18), 22(22), 23(12), 23(17), 23(13), 23(16)
Daily Avg: 43.7, Peak: 06(94)","Thursday's morning window (06:00 - 09:00) shows strong performance with 75/100, capturing audiences during morning commute browsing.
Traceback:
- Peak: 06:00 (94), +115% vs daily avg (43.7)
- vs Late Morning 09:00 - 12:00 (avg 54.1): +39% improvement
- vs Early Morning 03:00 - 06:00 (avg 50.2): +49% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 46.3): +62% improvement"
"Day: Friday, Time: 06:00 - 09:00, Score: 74
Hourly: 01(14), 01(11), 01(10), 01(12), 02(12), 02(14), 02(12), 02(17), 03(22), 03(22), 03(30), 03(20), 04(47), 04(43), 04(67), 04(52), 05(84), 05(77), 05(92), 05(78), 06(89), 06(72), 06(81), 06(100), 07(72), 07(82), 07(70), 07(75), 08(66), 08(63), 08(57), 08(58), 09(56), 09(52), 09(56), 09(60), 10(57), 10(52), 10(54), 10(55), 11(54), 11(49), 11(51), 11(55), 12(52), 12(46), 12(54), 12(44), 13(43), 13(39), 13(40), 13(45), 14(39), 14(43), 14(47), 15(43), 15(44), 15(47), 16(51), 16(44), 16(50), 17(44), 17(39), 17(49), 18(39), 18(48), 19(35), 19(42), 20(27), 20(35), 21(28), 21(22), 22(21), 22(17), 23(14), 23(16)
Daily Avg: 46.3, Peak: 06(100)","The 06:00 - 09:00 slot on Friday delivers 74/100 engagement, reaching users during breakfast-time scrolling.
Traceback:
- Peak: 06:00 (100), +116% vs daily avg (46.3)
- vs Late Morning 09:00 - 12:00 (avg 54.2): +36% improvement
- vs Early Morning 03:00 - 06:00 (avg 52.8): +40% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 45.7): +61% improvement"
"Day: Saturday, Time: 06:00 - 09:00, Score: 78
Hourly: 01(10), 01(12), 02(13), 02(15), 03(22), 03(23), 04(45), 04(50), 05(74), 05(92), 06(75), 06(100), 07(70), 07(89), 08(57), 08(80), 09(69), 09(53), 10(64), 10(49), 11(61), 11(47), 12(58), 12(38), 13(46), 13(38), 14(48), 14(40), 15(41), 15(46), 16(50), 16(41), 17(47), 17(41), 18(37), 18(50), 19(41), 19(33), 20(32), 20(27), 21(27), 21(22), 22(20), 22(16), 23(13), 23(15)
Daily Avg: 44.3, Peak: 06(100)","Saturday's morning window (06:00 - 09:00) shows strong performance with 78/100, capturing audiences during early work breaks.
Traceback:
- Peak: 06:00 (100), +126% vs daily avg (44.3)
- vs Late Morning 09:00 - 12:00 (avg 57.2): +37% improvement
- vs Early Morning 03:00 - 06:00 (avg 51.0): +54% improvement
- vs Afternoon 12:00 - 15:00 (avg 44.7): +76% improvement"
"Day: Sunday, Time: 06:00 - 09:00, Score: 82
Hourly: 01(10), 01(12), 02(11), 02(12), 03(17), 03(20), 04(36), 04(40), 05(65), 05(78), 06(76), 06(97), 07(74), 07(93), 08(65), 08(86), 09(78), 09(60), 10(66), 10(55), 11(57), 11(52), 12(52), 12(48), 13(45), 13(44), 14(51), 14(43), 15(48), 15(46), 16(55), 16(47), 17(49), 17(43), 18(41), 18(47), 19(40), 19(34), 20(31), 20(28), 21(26), 21(22), 22(19), 22(17), 23(13), 23(14)
Daily Avg: 44.8, Peak: 06(97)","The 06:00 - 09:00 slot on Sunday delivers 82/100 engagement, reaching users during early work breaks.
Traceback:
- Peak: 06:00 (97), +117% vs daily avg (44.8)
- vs Late Morning 09:00 - 12:00 (avg 61.3): +33% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 48.0): +70% improvement
- vs Afternoon 12:00 - 15:00 (avg 47.2): +73% improvement"
"Day: Thursday, Time: 09:00 - 12:00, Score: 72
Hourly: 01(13), 01(14), 01(17), 01(14), 02(10), 02(12), 02(15), 02(13), 03(11), 03(10), 03(19), 03(12), 04(15), 04(20), 04(18), 04(41), 05(22), 05(49), 05(72), 05(31), 06(31), 06(72), 06(91), 06(39), 07(41), 07(39), 07(82), 07(97), 08(93), 08(43), 08(45), 08(98), 09(51), 09(100), 09(48), 09(100), 10(52), 10(91), 10(48), 10(95), 11(51), 11(86), 11(87), 11(49), 12(74), 12(81), 12(44), 12(48), 13(44), 13(63), 13(45), 13(81), 14(73), 14(43), 14(50), 14(44), 15(70), 15(42), 15(44), 15(41), 16(39), 16(34), 16(66), 16(38), 17(32), 17(36), 17(38), 18(35), 18(33), 18(31), 19(30), 19(38), 19(33), 20(28), 20(34), 20(30), 21(32), 21(23), 21(27), 22(18), 22(25), 22(27), 23(18), 23(14), 23(20)
Daily Avg: 43.8, Peak: 09(100)","The 09:00 - 12:00 slot on Thursday delivers 72/100 engagement, reaching users during coffee break scrolling.
Traceback:
- Peak: 09:00 (100), +128% vs daily avg (43.8)
- vs Morning 06:00 - 09:00 (avg 64.2): +11% improvement
- vs Afternoon 12:00 - 15:00 (avg 57.5): +24% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 43.6): +64% improvement"
"Day: Friday, Time: 12:00 - 15:00, Score: 63
Hourly: 01(12), 01(14), 01(9), 02(10), 02(14), 02(9), 03(15), 03(12), 03(11), 04(18), 04(14), 04(16), 05(27), 05(25), 05(27), 06(33), 06(36), 06(33), 07(36), 07(36), 07(38), 08(42), 08(40), 08(40), 09(49), 09(41), 09(41), 10(41), 10(39), 10(48), 11(48), 11(89), 11(42), 12(91), 12(41), 13(86), 13(38), 14(83), 14(40), 15(38), 15(68), 16(38), 16(69), 17(66), 17(37), 18(38), 18(62), 19(62), 19(39), 20(34), 20(59), 21(55), 21(30), 22(41), 22(25), 23(30), 23(17)
Daily Avg: 38.5, Peak: 12(91)","Friday's afternoon window (12:00 - 15:00) shows strong performance with 63/100, capturing audiences during afternoon work lulls.
Traceback:
- Peak: 12:00 (91), +136% vs daily avg (38.5)
- vs Late Afternoon 15:00 - 18:00 (avg 52.7): +20% improvement
- vs Evening 18:00 - 21:00 (avg 49.0): +29% improvement
- vs Late Morning 09:00 - 12:00 (avg 48.7): +30% improvement"
"Day: Saturday, Time: 09:00 - 12:00, Score: 76
Hourly: 01(14), 01(20), 02(11), 02(17), 03(15), 03(21), 04(24), 04(35), 05(40), 05(72), 06(45), 06(90), 07(51), 07(93), 08(56), 08(97), 09(97), 09(54), 10(100), 10(58), 11(95), 11(55), 12(97), 12(49), 13(80), 13(47), 14(72), 14(48), 15(46), 15(68), 16(61), 16(46), 17(56), 17(45), 18(42), 18(58), 19(57), 19(46), 20(53), 20(42), 21(46), 21(41), 22(39), 22(32), 23(27), 23(30)
Daily Avg: 51.9, Peak: 10(100)","Saturday's late morning window (09:00 - 12:00) shows strong performance with 76/100, capturing audiences during mid-morning work breaks.
Traceback:
- Peak: 10:00 (100), +93% vs daily avg (51.9)
- vs Morning 06:00 - 09:00 (avg 72.0): +6% improvement
- vs Afternoon 12:00 - 15:00 (avg 65.5): +17% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 53.7): +42% improvement"
"Day: Sunday, Time: 09:00 - 12:00, Score: 86
Hourly: 01(16), 01(20), 02(15), 02(20), 03(17), 03(21), 04(33), 04(31), 05(55), 05(57), 06(65), 06(76), 07(72), 07(87), 08(78), 08(99), 09(100), 09(82), 10(96), 10(75), 11(91), 11(74), 12(82), 12(69), 13(74), 13(60), 14(63), 14(57), 15(57), 15(59), 16(52), 16(56), 17(50), 17(52), 18(46), 18(50), 19(43), 19(45), 20(42), 20(43), 21(35), 21(37), 22(30), 22(28), 23(20), 23(21)
Daily Avg: 53.3, Peak: 09(100)","The 09:00 - 12:00 slot on Sunday delivers 86/100 engagement, reaching users during pre-lunch browsing.
Traceback:
- Peak: 09:00 (100), +88% vs daily avg (53.3)
- vs Morning 06:00 - 09:00 (avg 79.5): +9% improvement
- vs Afternoon 12:00 - 15:00 (avg 67.5): +28% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 54.3): +59% improvement"
"Day: Monday, Time: 09:00 - 12:00, Score: 56
Hourly: 01(13), 01(16), 02(12), 02(13), 03(18), 03(15), 04(28), 04(20), 05(29), 05(40), 06(35), 06(48), 07(43), 07(49), 08(51), 08(45), 09(55), 09(55), 10(55), 10(55), 11(57), 11(56), 12(43), 12(50), 12(50), 13(43), 13(50), 13(48), 14(44), 14(51), 14(48), 15(45), 15(49), 15(44), 16(40), 16(41), 16(45), 17(38), 17(37), 17(43), 18(39), 18(37), 18(40), 19(38), 19(36), 19(43), 20(41), 20(36), 20(35), 21(34), 21(31), 21(36), 22(27), 22(31), 22(27), 23(22), 23(19), 23(23)
Daily Avg: 38.1, Peak: 11(57)","Monday late morning captures users during mid-morning work breaks, with a commanding 56/100 engagement score.
Traceback:
- Peak: 11:00 (57), +50% vs daily avg (38.1)
- vs Afternoon 12:00 - 15:00 (avg 47.4): +17% improvement
- vs Morning 06:00 - 09:00 (avg 45.2): +23% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 42.4): +31% improvement"
"Day: Tuesday, Time: 09:00 - 12:00, Score: 50
Hourly: 01(15), 01(13), 01(14), 02(12), 02(10), 02(12), 02(13), 03(10), 03(15), 03(14), 03(17), 04(27), 04(16), 04(20), 04(19), 05(28), 05(28), 05(45), 05(28), 06(33), 06(51), 06(34), 06(36), 07(35), 07(55), 07(44), 07(39), 08(34), 08(50), 08(43), 08(54), 09(48), 09(52), 09(58), 09(35), 10(60), 10(50), 10(60), 10(36), 11(55), 11(59), 11(34), 11(49), 12(48), 12(57), 12(32), 12(46), 13(31), 13(46), 13(49), 13(56), 14(43), 14(47), 14(29), 14(52), 15(27), 15(43), 15(46), 15(49), 16(42), 16(43), 16(27), 16(47), 17(48), 17(40), 17(27), 17(39), 18(26), 18(38), 18(44), 18(39), 19(39), 19(26), 19(38), 19(46), 20(24), 20(35), 20(42), 20(37), 21(21), 21(34), 21(39), 21(33), 22(18), 22(27), 22(29), 22(31), 23(21), 23(24), 23(13), 23(22)
Daily Avg: 35.4, Peak: 10(60)","Tuesday's late morning window (09:00 - 12:00) shows strong performance with 50/100, capturing audiences during mid-morning work breaks.
Traceback:
- Peak: 10:00 (60), +69% vs daily avg (35.4)
- vs Afternoon 12:00 - 15:00 (avg 44.7): +11% improvement
- vs Morning 06:00 - 09:00 (avg 42.3): +17% improvement
- vs Late Afternoon 15:00 - 18:00 (avg 39.8): +25% improvement"
